image_name; comment_number; comment;translations;captions
4738310483.jpg;0; Three people with their backs turned toward the camera that are dressed in what appears to be Viking and Hawaiian costumes with a crowd and towers in the background .;Tres personas con la espalda girada hacia la cámara que están vestidas con lo que parece ser vestuario vikingo y hawaiano con una multitud y torres en el fondo.;Tres personas con la espalda girada hacia la cámara que están vestidas con lo que parece ser vestuario vikingo y hawaiano con una multitud y torres en el fondo.
4738563006.jpg;0; A woman with a wide grin is pulling back the gills on a large silver fish that is hanging from a hook .;Una mujer con una amplia sonrisa está tirando hacia atrás las branquias en un gran pez de plata que está colgando de un gancho.;Una mujer con una amplia sonrisa está tirando hacia atrás las branquias en un gran pez de plata que está colgando de un gancho.
4738994499.jpg;0;" Something seems to be better than nothing as a young adult male plays a violin near the entrance of a store with his violin case open ready to accept the "" tips "" of his fans .";"Algo parece ser mejor que nada cuando un joven adulto toca un violín cerca de la entrada de una tienda con su estuche de violín abierto listo para aceptar los "" consejos "" de sus fans.";"Algo parece ser mejor que nada cuando un joven adulto toca un violín cerca de la entrada de una tienda con su estuche de violín abierto listo para aceptar los "" consejos "" de sus fans."
4739278155.jpg;0; two men engaging in conversation with two police officers standing near robotic like sculpture;dos hombres entablando conversación con dos policías de pie cerca de la robótica como escultura;dos hombres entablando conversación con dos policías de pie cerca de la robótica como escultura
4741372603.jpg;0; A man pushing a food cart stands in front of a stone building and holds onto the bars covering a window .;Un hombre empujando un carro de comida se para delante de un edificio de piedra y se aferra a los barrotes que cubren una ventana.;Un hombre empujando un carro de comida se para delante de un edificio de piedra y se aferra a los barrotes que cubren una ventana.
4742170215.jpg;0; A long distance photo of the US Capitol building with a large amount of people in the shot .;Una foto de larga distancia del edificio del Capitolio de los Estados Unidos con una gran cantidad de personas en el disparo.;Una foto de larga distancia del edificio del Capitolio de los Estados Unidos con una gran cantidad de personas en el disparo.
474226991.jpg;0; A man in a white shirt is standing next to a cart with a green tarp and a filled sack on top .;Un hombre con una camisa blanca está de pie junto a un carro con una lona verde y un saco lleno en la parte superior.;Un hombre con una camisa blanca está de pie junto a un carro con una lona verde y un saco lleno en la parte superior.
474260313.jpg;0; Woman in purple outfit breast feeding girl at outdoor event with people holding banners .;Mujer en traje púrpura lactancia chica en el evento al aire libre con la gente que sostiene pancartas.;Mujer en traje púrpura lactancia chica en el evento al aire libre con la gente que sostiene pancartas.
4744082562.jpg;0;" In a busy commercial district on a sunny day , a crowd wanders through a curved street faced with shops on both sides , with a sign saying "" Sultan Palace "" in the mid-ground .";"En un ajetreado distrito comercial en un día soleado , una multitud vaga por una calle curva frente a tiendas en ambos lados , con un letrero que dice "" Sultan Palace "" en el centro de la tierra .";"En un ajetreado distrito comercial en un día soleado , una multitud vaga por una calle curva frente a tiendas en ambos lados , con un letrero que dice "" Sultan Palace "" en el centro de la tierra ."
4744180552.jpg;0; A man with clown makeup , glasses , and a cigarette is riding a bicycle amongst other people .;Un hombre con maquillaje de payaso, gafas, y un cigarrillo está montando una bicicleta entre otras personas.;Un hombre con maquillaje de payaso, gafas, y un cigarrillo está montando una bicicleta entre otras personas.
4746901297.jpg;0; Three older gentleman are sitting in front of a fence and one of them is making a gesture with his hands .;Tres caballeros mayores están sentados frente a una valla y uno de ellos está haciendo un gesto con sus manos.;Tres caballeros mayores están sentados frente a una valla y uno de ellos está haciendo un gesto con sus manos.
4748196819.jpg;0; A large group of people gather on benches and on the park ground to take a break from the day .;Un gran grupo de personas se reúnen en bancos y en el terreno del parque para tomar un descanso del día.;Un gran grupo de personas se reúnen en bancos y en el terreno del parque para tomar un descanso del día.
4750040931.jpg;0; A guy and girl in the distance looking up at a shot taken on the basketball court as they play .;Un chico y una chica en la distancia mirando hacia arriba en un tiro tomado en la cancha de baloncesto mientras juegan.;Un chico y una chica en la distancia mirando hacia arriba en un tiro tomado en la cancha de baloncesto mientras juegan.
4750196321.jpg;0; Three males with cameras near each other , two sitting and the third standing , in what might be a park during a sunny day .;Tres machos con cámaras cerca unos de otros, dos sentados y el tercero en pie, en lo que podría ser un parque durante un día soleado.;Tres machos con cámaras cerca unos de otros, dos sentados y el tercero en pie, en lo que podría ser un parque durante un día soleado.
4750244652.jpg;0; A shirtless man wearing black pants is breathing fire in the evening in front of buildings and a road .;Un hombre sin camisa con pantalones negros está respirando fuego en la noche en frente de edificios y una carretera.;Un hombre sin camisa con pantalones negros está respirando fuego en la noche en frente de edificios y una carretera.
4750517123.jpg;0; In the rain , with red umbrella deployed , a professional woman walks to work .;En la lluvia, con paraguas rojos desplegados, una mujer profesional camina para trabajar.;En la lluvia, con paraguas rojos desplegados, una mujer profesional camina para trabajar.
475073313.jpg;0; A man is reading a newspaper while riding on the bus , while a young girl waits patiently to get to her destination .;Un hombre está leyendo un periódico mientras viaja en el autobús, mientras que una joven espera pacientemente para llegar a su destino.;Un hombre está leyendo un periódico mientras viaja en el autobús, mientras que una joven espera pacientemente para llegar a su destino.
4751210999.jpg;0; A woman in jeans , sneaker , and sneakers walking down a sidewalk while messaging .;Una mujer con pantalones vaqueros, zapatillas y zapatillas caminando por una acera mientras mensajea.;Una mujer con pantalones vaqueros, zapatillas y zapatillas caminando por una acera mientras mensajea.
4751647247.jpg;0; A slender young caucasian female walks while listening to music through her headphones and iPod during a bright sunny day .;Una esbelta joven caucásica camina mientras escucha música a través de sus auriculares y iPod durante un día soleado brillante.;Una esbelta joven caucásica camina mientras escucha música a través de sus auriculares y iPod durante un día soleado brillante.
4752874127.jpg;0; A man in black and a man wearing makeup perform together .;Un hombre de negro y un hombre con maquillaje actúan juntos.;Un hombre de negro y un hombre con maquillaje actúan juntos.
4752984291.jpg;0; A woman dressed all in white with a white hat is standing behind a tennis net wielding a blue tennis racket .;Una mujer vestida toda de blanco con un sombrero blanco está de pie detrás de una red de tenis con una raqueta de tenis azul.;Una mujer vestida toda de blanco con un sombrero blanco está de pie detrás de una red de tenis con una raqueta de tenis azul.
4754077178.jpg;0; A woman with gray hair is sitting next to a little boy who is holding onto the handles of a stroller and a little girl who is sitting in a different stroller .;Una mujer de pelo gris está sentada junto a un niño pequeño que se aferra a las manijas de un cochecito y una niña que está sentada en un cochecito diferente.;Una mujer de pelo gris está sentada junto a un niño pequeño que se aferra a las manijas de un cochecito y una niña que está sentada en un cochecito diferente.
4755080899.jpg;0; There is a crowded store in the mall filled with brightly colored toys and accessories .;Hay una tienda concurrida en el centro comercial lleno de juguetes y accesorios de colores brillantes.;Hay una tienda concurrida en el centro comercial lleno de juguetes y accesorios de colores brillantes.
4755080905.jpg;0; Colorful strips of color hang in the concourse of a mall above an escalator .;Tiras coloridas de color cuelgan en la galería de un centro comercial por encima de una escalera mecánica .;Tiras coloridas de color cuelgan en la galería de un centro comercial por encima de una escalera mecánica .
4755603147.jpg;0; A Canadian sports team wearing red shirts are sitting along the wall of a pond .;Un equipo deportivo canadiense con camisas rojas está sentado a lo largo de la pared de un estanque.;Un equipo deportivo canadiense con camisas rojas está sentado a lo largo de la pared de un estanque.
4755772625.jpg;0; Passersby look up at a colorful Japanese structure depicting a Tiger , Samurai , and other objects .;Los transeúntes miran hacia arriba en una estructura japonesa de colores que representa un tigre , Samurai , y otros objetos .;Los transeúntes miran hacia arriba en una estructura japonesa de colores que representa un tigre , Samurai , y otros objetos .
4756254503.jpg;0; A senior citizen wearing a hat , blue button up shirt , Khaki shorts and sandals walking in a park holding two ice cream cones .;Un ciudadano mayor que lleva un sombrero, botón azul hasta la camisa, pantalones cortos Khaki y sandalias caminando en un parque con dos conos de helado.;Un ciudadano mayor que lleva un sombrero, botón azul hasta la camisa, pantalones cortos Khaki y sandalias caminando en un parque con dos conos de helado.
4757587296.jpg;0; Two women , one dressed in pink pants and yellow top , are looking into a shop window called Mariale .;Dos mujeres , una vestida con pantalones rosados y top amarillo , están mirando en una ventana de la tienda llamada Mariale .;Dos mujeres , una vestida con pantalones rosados y top amarillo , están mirando en una ventana de la tienda llamada Mariale .
4757590012.jpg;0; A black man dressed in a blue shirt and blue jeans walk through a parking lot carrying a white object and a black object .;Un hombre negro vestido con una camisa azul y vaqueros azules camina por un estacionamiento que lleva un objeto blanco y un objeto negro.;Un hombre negro vestido con una camisa azul y vaqueros azules camina por un estacionamiento que lleva un objeto blanco y un objeto negro.
4758362871.jpg;0; A cyclist in a yellow shirt and blue helmet is cycling past a building covered in graffiti .;Un ciclista con camisa amarilla y casco azul pasa en bicicleta por un edificio cubierto de graffiti.;Un ciclista con camisa amarilla y casco azul pasa en bicicleta por un edificio cubierto de graffiti.
4759106610.jpg;0; A girl in an orange and white dress riding a green bike with training wheels while a man in a light t-shirt and pants walks by .;Una chica en un vestido naranja y blanco montando una bicicleta verde con ruedas de entrenamiento, mientras que un hombre en una camiseta ligera y pantalones camina por .;Una chica en un vestido naranja y blanco montando una bicicleta verde con ruedas de entrenamiento, mientras que un hombre en una camiseta ligera y pantalones camina por .
4759107378.jpg;0; Several people are drinking and talking at an outdoor table of a restaurant .;Varias personas están bebiendo y hablando en una mesa al aire libre de un restaurante.;Varias personas están bebiendo y hablando en una mesa al aire libre de un restaurante.
4759710534.jpg;0;" A woman is walking away from the viewer , she is wearing white clothing and has a handbag draped on her left shoulder ; her upper back is exposed , showing a tattoo of a winged creature( possibly a fairy ) .";"Una mujer está caminando lejos del espectador, ella está usando ropa blanca y tiene un bolso cubierto en su hombro izquierdo; su parte superior de la espalda está expuesta, mostrando un tatuaje de una criatura alada (posiblemente un hada).";"Una mujer está caminando lejos del espectador, ella está usando ropa blanca y tiene un bolso cubierto en su hombro izquierdo; su parte superior de la espalda está expuesta, mostrando un tatuaje de una criatura alada (posiblemente un hada)."
4760173070.jpg;0; Female in a red shirt with a black and red veil walks with a young male in a orange tank top while following behind an older female in a black veil and skirt .;Mujer en una camisa roja con un velo negro y rojo camina con un joven macho en una camiseta naranja mientras sigue detrás de una hembra mayor en un velo negro y una falda .;Mujer en una camisa roja con un velo negro y rojo camina con un joven macho en una camiseta naranja mientras sigue detrás de una hembra mayor en un velo negro y una falda .
4760372043.jpg;0; A man focused on playing his acoustic guitar on a sidewalk .;Un hombre centrado en tocar su guitarra acústica en una acera.;Un hombre centrado en tocar su guitarra acústica en una acera.
4760617550.jpg;0; A person is walking on the bridge over a canal , and buildings are bright under sun and clear sky .;Una persona está caminando en el puente sobre un canal, y los edificios son brillantes bajo el sol y el cielo claro.;Una persona está caminando en el puente sobre un canal, y los edificios son brillantes bajo el sol y el cielo claro.
4761664623.jpg;0; An Asian male in a blue jacket and jeans talking with a brown-haired girl sitting on the stairs .;Un hombre asiático en una chaqueta azul y vaqueros hablando con una chica de pelo castaño sentado en las escaleras.;Un hombre asiático en una chaqueta azul y vaqueros hablando con una chica de pelo castaño sentado en las escaleras.
4761927608.jpg;0;" A busy intersection is outside a corner pub known as "" The Temple Bar . """;"Una intersección concurrida está fuera de un pub de la esquina conocido como ""The Temple Bar"".";"Una intersección concurrida está fuera de un pub de la esquina conocido como ""The Temple Bar""."
4762301168.jpg;0; A young American indian is taking part in a dance while wearing a black and red ritual outfit .;Un joven indio americano está participando en un baile mientras lleva un traje ritual negro y rojo.;Un joven indio americano está participando en un baile mientras lleva un traje ritual negro y rojo.
4763276529.jpg;0; There is a woman looking at a duck on the sidewalk .;Hay una mujer mirando a un pato en la acera.;Hay una mujer mirando a un pato en la acera.
4763472021.jpg;0; Many people are gathered on a street and there is a security guard there .;Muchas personas están reunidas en una calle y hay un guardia de seguridad allí.;Muchas personas están reunidas en una calle y hay un guardia de seguridad allí.
4763879642.jpg;0; Two Asian men , dressed in white uniforms which include white paper hats , are seated behind a counter and looking toward their right .;Dos hombres asiáticos, vestidos con uniformes blancos que incluyen sombreros de papel blanco, están sentados detrás de un mostrador y mirando hacia su derecha.;Dos hombres asiáticos, vestidos con uniformes blancos que incluyen sombreros de papel blanco, están sentados detrás de un mostrador y mirando hacia su derecha.
4764008740.jpg;0; An older woman in an off-white blouse is sitting on a stone shelf with her purse in her lap .;Una mujer mayor en una blusa blanquecina está sentada en un estante de piedra con su bolso en su regazo.;Una mujer mayor en una blusa blanquecina está sentada en un estante de piedra con su bolso en su regazo.
4766215198.jpg;0; White man with black and gray hair puts sash over the robe of a white red-haired woman .;Hombre blanco con pelo negro y gris pone la faja sobre la túnica de una mujer pelirroja blanca.;Hombre blanco con pelo negro y gris pone la faja sobre la túnica de una mujer pelirroja blanca.
4766767528.jpg;0; A man is standing under an umbrella along side a street selling items with a yellow taxi in the background .;Un hombre está de pie bajo un paraguas a lo largo de una calle vendiendo artículos con un taxi amarillo en el fondo.;Un hombre está de pie bajo un paraguas a lo largo de una calle vendiendo artículos con un taxi amarillo en el fondo.
4768505553.jpg;0; A dark figure on a surfboard is riding the waves of some aquamarine colored water .;Una figura oscura en una tabla de surf está montando las olas de un agua de color aquamarine.;Una figura oscura en una tabla de surf está montando las olas de un agua de color aquamarine.
4768834139.jpg;0; A woman with blond-hair and blue jacket is kneeling in front of a loom with blue , yellow , purple and black yarn .;Una mujer con pelo rubio y chaqueta azul se arrodilla delante de un telar con hilo azul, amarillo, morado y negro.;Una mujer con pelo rubio y chaqueta azul se arrodilla delante de un telar con hilo azul, amarillo, morado y negro.
476919777.jpg;0; A woman with headphones holding a pen and paper while her feet are propped up on fence .;Una mujer con auriculares sosteniendo una pluma y papel mientras sus pies están apoyados en la cerca.;Una mujer con auriculares sosteniendo una pluma y papel mientras sus pies están apoyados en la cerca.
4770473055.jpg;0; A man wearing a black shaggy hat and leopard printed sash with red accents is holding a drum that says Premier on it .;Un hombre que lleva un sombrero negro y una banda impresa de leopardo con acentos rojos sostiene un tambor que dice Premier en él.;Un hombre que lleva un sombrero negro y una banda impresa de leopardo con acentos rojos sostiene un tambor que dice Premier en él.
4771355927.jpg;0; There is a man in shorts wading out waist deep in the water with nothing else in site .;Hay un hombre en pantalones cortos vadeando la cintura profundamente en el agua con nada más en el sitio.;Hay un hombre en pantalones cortos vadeando la cintura profundamente en el agua con nada más en el sitio.
4771934780.jpg;0; A man and woman in robes walking down the street as the man holds an umbrella over them .;Un hombre y una mujer con túnicas caminando por la calle mientras el hombre sostiene un paraguas sobre ellos.;Un hombre y una mujer con túnicas caminando por la calle mientras el hombre sostiene un paraguas sobre ellos.
4772236164.jpg;0; Several people gaze at walls which are covered with a myriad of brightly-colored pictures with various themes .;Varias personas miran a las paredes que están cubiertas con una miríada de imágenes de colores brillantes con varios temas .;Varias personas miran a las paredes que están cubiertas con una miríada de imágenes de colores brillantes con varios temas .
4772900584.jpg;0; A man in a brown straw hat is riding his bicycle on the street .;Un hombre con un sombrero de paja marrón está montando su bicicleta en la calle.;Un hombre con un sombrero de paja marrón está montando su bicicleta en la calle.
4773227009.jpg;0; Many people who are wearing black , red , white and blue standing on a red brick sidewalk .;Muchas personas que están usando negro, rojo, blanco y azul de pie en una acera de ladrillo rojo.;Muchas personas que están usando negro, rojo, blanco y azul de pie en una acera de ladrillo rojo.
4774480674.jpg;0; A group of people are standing in front of a large group of children sitting on the floor .;Un grupo de personas están de pie frente a un gran grupo de niños sentados en el suelo.;Un grupo de personas están de pie frente a un gran grupo de niños sentados en el suelo.
4774595499.jpg;0; A man pointing into the ear wearing a striped shirt in a small boat filled with many people .;Un hombre apuntando a la oreja con una camisa a rayas en un pequeño barco lleno de mucha gente.;Un hombre apuntando a la oreja con una camisa a rayas en un pequeño barco lleno de mucha gente.
4774890267.jpg;0; An adult is braiding the hair of a young schoolgirl who sitting in a wooden chair in front of a tent with a baby in her lap .;Un adulto está trenzando el cabello de una joven colegiala que se sienta en una silla de madera delante de una tienda de campaña con un bebé en su regazo.;Un adulto está trenzando el cabello de una joven colegiala que se sienta en una silla de madera delante de una tienda de campaña con un bebé en su regazo.
4775520425.jpg;0; Little Chinese boy is playing with sparklers and is amazed by the lights .;Pequeño niño chino está jugando con chispas y está sorprendido por las luces.;Pequeño niño chino está jugando con chispas y está sorprendido por las luces.
4776108587.jpg;0; Two women with head coverings are buying produce from a man smoking a cigarette .;Dos mujeres con cubrecabezas están comprando productos de un hombre fumando un cigarrillo.;Dos mujeres con cubrecabezas están comprando productos de un hombre fumando un cigarrillo.
4777162945.jpg;0; Three women stand in a body of water on a warm day .;Tres mujeres están de pie en un cuerpo de agua en un día cálido.;Tres mujeres están de pie en un cuerpo de agua en un día cálido.
477768471.jpg;0; A dog playing with a golf ball in front of a small wooden fence on the beach .;Un perro jugando con una pelota de golf en frente de una pequeña cerca de madera en la playa.;Un perro jugando con una pelota de golf en frente de una pequeña cerca de madera en la playa.
4780491039.jpg;0; A girl in a black tank top and gray capri pants rides a bicycle past a pedestrian in a green shirt .;Una chica en una camiseta negra y pantalones grises capri monta una bicicleta pasando a un peatón en una camisa verde .;Una chica en una camiseta negra y pantalones grises capri monta una bicicleta pasando a un peatón en una camisa verde .
4781019036.jpg;0; A group of men and women are in the carnival ride .;Un grupo de hombres y mujeres están en el paseo de carnaval.;Un grupo de hombres y mujeres están en el paseo de carnaval.
4781665633.jpg;0; Two college aged kids are walking down the street dressed as though they are injured .;Dos chicos de la universidad están caminando por la calle vestidos como si estuvieran heridos.;Dos chicos de la universidad están caminando por la calle vestidos como si estuvieran heridos.
4782112001.jpg;0; A woman in checkered knee-highs and jean shorts walks down a city sidewalk street while smoking a cigarette .;Una mujer en las rodillas a cuadros y pantalones cortos de jean camina por una calle de la acera de la ciudad mientras se fuma un cigarrillo .;Una mujer en las rodillas a cuadros y pantalones cortos de jean camina por una calle de la acera de la ciudad mientras se fuma un cigarrillo .
4782447844.jpg;0; A man sitting on the ground taking a picture overlooking some water .;Un hombre sentado en el suelo tomando una foto con vistas al agua.;Un hombre sentado en el suelo tomando una foto con vistas al agua.
4784329487.jpg;0; There is a group of children formed in a circle and talking , while one younger child , in a green shirt , stands singled out and observing .;Hay un grupo de niños formados en un círculo y hablando , mientras que un niño más pequeño , en una camisa verde , se pone de pie singular y observando .;Hay un grupo de niños formados en un círculo y hablando , mientras que un niño más pequeño , en una camisa verde , se pone de pie singular y observando .
4784654965.jpg;0; A girl in a green shirt with long dark hair with a pink and purple backpack with the flag of Italy in it .;Una chica en una camisa verde con el pelo largo oscuro con una mochila rosa y púrpura con la bandera de Italia en ella.;Una chica en una camisa verde con el pelo largo oscuro con una mochila rosa y púrpura con la bandera de Italia en ella.
4784847169.jpg;0; A woman with violet dyed hair and blue earrings is riding a bicycle;Una mujer con el pelo teñido de violeta y pendientes azules está montando una bicicleta;Una mujer con el pelo teñido de violeta y pendientes azules está montando una bicicleta
4784988254.jpg;0; A man is drinking a beer with two young children who are drinking water on his lap .;Un hombre está bebiendo una cerveza con dos niños pequeños que están bebiendo agua en su regazo.;Un hombre está bebiendo una cerveza con dos niños pequeños que están bebiendo agua en su regazo.
4785666083.jpg;0; Four men dressed in t-shirts and shorts are looking out a window unto the street below .;Cuatro hombres vestidos con camisetas y pantalones cortos están mirando por una ventana a la calle de abajo.;Cuatro hombres vestidos con camisetas y pantalones cortos están mirando por una ventana a la calle de abajo.
4785852807.jpg;0; A woman in a white shirt and sunglasses sits outside in a chair with a baby on her lap .;Una mujer con una camisa blanca y gafas de sol se sienta afuera en una silla con un bebé en su regazo.;Una mujer con una camisa blanca y gafas de sol se sienta afuera en una silla con un bebé en su regazo.
4786187822.jpg;0; Men dressed in leather bondage suits , standing on a platform , holding a rainbow flag along a parade route .;Hombres vestidos con trajes de cuero bondage, de pie en una plataforma, sosteniendo una bandera arco iris a lo largo de una ruta de desfile.;Hombres vestidos con trajes de cuero bondage, de pie en una plataforma, sosteniendo una bandera arco iris a lo largo de una ruta de desfile.
4786291701.jpg;0; Two men in blue jeans are working on a floor with many buckets of things .;Dos hombres en pantalones vaqueros azules están trabajando en un piso con muchos cubos de cosas.;Dos hombres en pantalones vaqueros azules están trabajando en un piso con muchos cubos de cosas.
4786476156.jpg;0; A man with an orange shirt and sunglasses along with a young boy and train conductor ride a children 's train through a park .;Un hombre con una camisa naranja y gafas de sol junto con un niño y conductor de tren montar un tren de niños a través de un parque .;Un hombre con una camisa naranja y gafas de sol junto con un niño y conductor de tren montar un tren de niños a través de un parque .
4786923748.jpg;0; A construction worker in a gray shirt and jeans crouches next to a orange bucket and white bags of materials .;Un trabajador de la construcción en una camisa gris y vaqueros se agacha junto a un cubo naranja y bolsas blancas de materiales.;Un trabajador de la construcción en una camisa gris y vaqueros se agacha junto a un cubo naranja y bolsas blancas de materiales.
4787702548.jpg;0; An old man walking along a quiet street .;Un anciano caminando por una calle tranquila.;Un anciano caminando por una calle tranquila.
4788431048.jpg;0; Two bicyclists chat as they pass in front of a white building with columns .;Dos ciclistas charlan a medida que pasan frente a un edificio blanco con columnas.;Dos ciclistas charlan a medida que pasan frente a un edificio blanco con columnas.
4789755167.jpg;0; Two construction workers are working in front of a wall which has a bunch of names carved into it .;Dos trabajadores de la construcción están trabajando en frente de una pared que tiene un montón de nombres tallados en ella.;Dos trabajadores de la construcción están trabajando en frente de una pared que tiene un montón de nombres tallados en ella.
4791890474.jpg;0; A man holding a large brown bag stands in front of an entryway , by a large advertisement featuring a child wearing headphones .;Un hombre sosteniendo una gran bolsa marrón se para delante de una entrada , por un gran anuncio con un niño que lleva auriculares .;Un hombre sosteniendo una gran bolsa marrón se para delante de una entrada , por un gran anuncio con un niño que lleva auriculares .
4792185041.jpg;0; Four people wait by the side of the road , with a wall covered in Chinese or Japanese characters behind them .;Cuatro personas esperan al lado de la carretera, con una pared cubierta de caracteres chinos o japoneses detrás de ellos.;Cuatro personas esperan al lado de la carretera, con una pared cubierta de caracteres chinos o japoneses detrás de ellos.
4792532614.jpg;0; A crowd of Asian people are standing outside of a fence and being guarded by a security officer .;Una multitud de asiáticos están de pie fuera de una valla y siendo vigilados por un oficial de seguridad .;Una multitud de asiáticos están de pie fuera de una valla y siendo vigilados por un oficial de seguridad .
4793039083.jpg;0; A shirtless skateboarder is in midair , flying over a small , colorful ramp .;Un skater sin camisa está en el aire, volando sobre una pequeña rampa colorida.;Un skater sin camisa está en el aire, volando sobre una pequeña rampa colorida.
4793108729.jpg;0; A man is in the ocean posing with his arms up in the air .;Un hombre está en el océano posando con sus brazos en el aire.;Un hombre está en el océano posando con sus brazos en el aire.
4794844936.jpg;0; There are two men with red shirts holding hands wearing Mexican hats .;Hay dos hombres con camisas rojas que se toman de la mano con sombreros mexicanos.;Hay dos hombres con camisas rojas que se toman de la mano con sombreros mexicanos.
47951611.jpg;0; Two men in red and yellow jackets look out at the water from a red-orange boat .;Dos hombres con chaquetas rojas y amarillas miran el agua desde un bote rojo-naranja.;Dos hombres con chaquetas rojas y amarillas miran el agua desde un bote rojo-naranja.
4795708965.jpg;0; A barricade separates two women and three children from a group of men in uniform marching down the road .;Una barricada separa a dos mujeres y tres niños de un grupo de hombres uniformados que marchan por la carretera.;Una barricada separa a dos mujeres y tres niños de un grupo de hombres uniformados que marchan por la carretera.
4796004241.jpg;0; A woman in a white dress with a tattoo on her leg is being shown a picture by a man .;Una mujer con un vestido blanco con un tatuaje en la pierna está siendo mostrada por un hombre.;Una mujer con un vestido blanco con un tatuaje en la pierna está siendo mostrada por un hombre.
4796732957.jpg;0; A young man wearing a backpack and dark glasses approaches the brick building where there is a bit of graffiti on the wall .;Un joven que lleva una mochila y gafas oscuras se acerca al edificio de ladrillos donde hay un poco de graffiti en la pared.;Un joven que lleva una mochila y gafas oscuras se acerca al edificio de ladrillos donde hay un poco de graffiti en la pared.
4797076210.jpg;0; Seated black man in business suit gestures with hands while white man listens .;Hombre negro sentado en gestos de traje de negocios con las manos mientras que el hombre blanco escucha.;Hombre negro sentado en gestos de traje de negocios con las manos mientras que el hombre blanco escucha.
479807115.jpg;0; A motocross rider wearing red , white and black with a white helmet .;Un piloto de motocross vestido de rojo, blanco y negro con un casco blanco.;Un piloto de motocross vestido de rojo, blanco y negro con un casco blanco.
4798743036.jpg;0; A girl wearing a black skirt and black and white stripe shirt is standing in the middle of blown up soccer balls as she looks down the street .;Una chica que lleva una falda negra y camisa de rayas blanco y negro está de pie en medio de las bolas de fútbol voladas mientras mira por la calle.;Una chica que lleva una falda negra y camisa de rayas blanco y negro está de pie en medio de las bolas de fútbol voladas mientras mira por la calle.
4798886213.jpg;0; A young woman in a striped sweater , knitted hat and jeans and wearing a black winter coat is ice skating at a rink with several other young women .;Una mujer joven en un suéter a rayas , sombrero de punto y vaqueros y con un abrigo de invierno negro es patinaje sobre hielo en una pista de patinaje con varias otras mujeres jóvenes .;Una mujer joven en un suéter a rayas , sombrero de punto y vaqueros y con un abrigo de invierno negro es patinaje sobre hielo en una pista de patinaje con varias otras mujeres jóvenes .
4798971292.jpg;0; Children in bathing suits are playing in a fountain in an urban area .;Los niños en trajes de baño están jugando en una fuente en una zona urbana.;Los niños en trajes de baño están jugando en una fuente en una zona urbana.
4799365714.jpg;0; A businessman holds an umbrella over himself while the street is filled with rain .;Un hombre de negocios sostiene un paraguas sobre sí mismo mientras la calle está llena de lluvia.;Un hombre de negocios sostiene un paraguas sobre sí mismo mientras la calle está llena de lluvia.
4800150389.jpg;0; An African-American woman sits at a brown table , wearing a purple dress , pink shoes , and black sunglasses .;Una mujer afroamericana se sienta en una mesa marrón , usando un vestido púrpura , zapatos rosados , y gafas de sol negras .;Una mujer afroamericana se sienta en una mesa marrón , usando un vestido púrpura , zapatos rosados , y gafas de sol negras .
4800837156.jpg;0; A person wearing a yellow shirt and camouflage pants and a reggae hat walking down the sidewalk carrying a backpack .;Una persona que lleva una camisa amarilla y pantalones de camuflaje y un sombrero de reggae caminando por la acera llevando una mochila.;Una persona que lleva una camisa amarilla y pantalones de camuflaje y un sombrero de reggae caminando por la acera llevando una mochila.
4800880656.jpg;0; A dark-haired child is leaning on a desk with their head in their arms .;Un niño moreno se apoya en un escritorio con la cabeza en los brazos.;Un niño moreno se apoya en un escritorio con la cabeza en los brazos.
4801764348.jpg;0; Two Asian men and two Asian women wait impatiently on shiny , metallic , red chairs .;Dos hombres asiáticos y dos mujeres asiáticas esperan impacientemente en brillantes, metálicos, sillas rojas.;Dos hombres asiáticos y dos mujeres asiáticas esperan impacientemente en brillantes, metálicos, sillas rojas.
4802552043.jpg;0; A man in a red and gray plaid shirt stands in front of a blue wall wearing a black scarf or shirt on his head .;Un hombre en una camisa de cuadros rojo y gris se para delante de una pared azul con una bufanda o camisa negra en su cabeza.;Un hombre en una camisa de cuadros rojo y gris se para delante de una pared azul con una bufanda o camisa negra en su cabeza.
4803014767.jpg;0; Two women in costume dance while looking toward each other .;Dos mujeres en baile de disfraces mientras se miran hacia el otro.;Dos mujeres en baile de disfraces mientras se miran hacia el otro.
4803481099.jpg;0; A news media van is set up to broadcast in the middle of a large urban street as an Asian man crosses the road .;Una furgoneta de los medios de comunicación se instala para transmitir en medio de una gran calle urbana mientras un hombre asiático cruza la carretera.;Una furgoneta de los medios de comunicación se instala para transmitir en medio de una gran calle urbana mientras un hombre asiático cruza la carretera.
4803944197.jpg;0; Five children are on a slide , all dressed in different colored clothes .;Cinco niños están en un tobogán, todos vestidos con ropa de diferentes colores.;Cinco niños están en un tobogán, todos vestidos con ropa de diferentes colores.
4803984649.jpg;0; Black man in gray jumpsuit shows both hands to the camera .;Hombre negro en mono gris muestra ambas manos a la cámara.;Hombre negro en mono gris muestra ambas manos a la cámara.
4805540864.jpg;0; Two people sit at a table under a tent as a third man stands near them .;Dos personas se sientan a una mesa debajo de una tienda de campaña mientras un tercer hombre se para cerca de ellos.;Dos personas se sientan a una mesa debajo de una tienda de campaña mientras un tercer hombre se para cerca de ellos.
4806601649.jpg;0; A man wearing a green shirt stands in a parking lot and points his finger .;Un hombre que lleva una camisa verde se para en un estacionamiento y señala su dedo.;Un hombre que lleva una camisa verde se para en un estacionamiento y señala su dedo.
